ticker,revised_ticker,name,primary_exchange,type,active,chartability
CAN,CAN,Canaan Inc. American Depositary Shares,XNAS,ADRC,True,likely_chartable
MRNS^25,MRNS,"Marinus Pharmaceuticals, Inc",XNAS,CS,False,likely_chartable
RIG,RIG,Transocean LTD.,XNYS,CS,True,likely_chartable
IGMS^25,IGMS,"IGM Biosciences, Inc. Common Stock",XNAS,CS,False,likely_chartable
CRIS,CRIS,Curis Inc,XNAS,CS,True,likely_chartable
VERU,VERU,Veru Inc.,XNAS,CS,True,likely_chartable
PLG,PLG,Platinum Group Metals LTD.,XASE,CS,True,likely_chartable
ARVN,ARVN,"Arvinas, Inc",XNAS,CS,True,likely_chartable
GLSI,GLSI,"Greenwich LifeSciences, Inc.",XNAS,CS,True,likely_chartable
FUBO,FUBO,FuboTV Inc.,XNYS,CS,True,likely_chartable
ONCT^24,ONCT,"Oncternal Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
AQMS,AQMS,"Aqua Metals, Inc. Common Stock",XNAS,CS,True,likely_chartable
GEVO,GEVO,"Gevo, Inc.",XNAS,CS,True,likely_chartable
AQB,AQB,"AquaBounty Technologies, Inc.",XNAS,CS,True,likely_chartable
AMPE,AMPE,AMPIO PHARMS INC,OTC Link,CS,True,low_confidence
VUZI,VUZI,Vuzix Corporation,XNAS,CS,True,likely_chartable
OCGN,OCGN,"Ocugen, Inc. Common Stock",XNAS,CS,True,likely_chartable
ELYS,ELYS,ELYS BMG GROUP INC,OTC Link,CS,True,low_confidence
QS,QS,QuantumScape Corporation Class A Common Stock,XNAS,CS,True,likely_chartable
BTBT,BTBT,"Bit Digital, Inc. Ordinary Shares",XNAS,CS,True,likely_chartable
FRSX,FRSX,Foresight Autonomous Holdings Ltd. American Depositary Shares,XNAS,ADRC,True,likely_chartable
BNGO,BNGO,"Bionano Genomics, Inc. Common Stock",XNAS,CS,True,likely_chartable
JAGX,JAGX,"Jaguar Health, Inc.",XNAS,CS,True,likely_chartable
NCTY,NCTY,The9 Limited American Depository Shares representing three class A ordinary shares,XNAS,ADRC,True,likely_chartable
INUV,INUV,"Inuvo, Inc.",XASE,CS,True,likely_chartable
SENS,SENS,"Senseonics Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
IZEA,IZEA,"IZEA Worldwide, Inc. Common Stock",XNAS,CS,True,likely_chartable
POLA,POLA,"Polar Power, Inc. Common Stock",XNAS,CS,True,likely_chartable
XONE.1^21,XONE,BondBloxx Bloomberg One Year Target Duration US Treasury ETF,ARCX,ETF,True,low_confidence
ACRS,ACRS,"Aclaris Therapeutics, Inc.",XNAS,CS,True,likely_chartable
CPSH,CPSH,CPS Technologies Corp. Common Stock,XNAS,CS,True,likely_chartable
EH,EH,EHang Holdings Limited ADS,XNAS,ADRC,True,likely_chartable
BB,BB,BlackBerry Limited,XNYS,CS,True,likely_chartable
KOSS,KOSS,Koss Corp,XNAS,CS,True,likely_chartable
ATOS,ATOS,"Atossa Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
AACG,AACG,ATA Creativity Global American Depositary Shares,XNAS,ADRC,True,likely_chartable
TPGY^22,TPGY,TPG Pace Beneficial Finance Corp.,XNYS,CS,False,likely_chartable
SNDL,SNDL,Sundial Growers Inc. Common Shares,XNAS,CS,True,likely_chartable
AVGR^25,AVGR,"Avinger, Inc. Common Stock",XNAS,CS,False,likely_chartable
YI,YI,"111, Inc. American Depositary Shares",XNAS,ADRC,True,likely_chartable
CTRM,CTRM,Castor Maritime Inc. Common Stock,XNAS,CS,True,likely_chartable
KOPN,KOPN,Kopin Corp,XNAS,CS,True,likely_chartable
LODE,LODE,Comstock Inc.,XASE,CS,True,likely_chartable
REI,REI,Ring Energy Inc.,XASE,CS,True,likely_chartable
IMNM,IMNM,"Immunome, Inc.",XNAS,CS,True,likely_chartable
UAMY,UAMY,United States Antimony Corporation,XNYS,CS,True,likely_chartable
ZKIN,ZKIN,"ZK International Group Co., Ltd Ordinary Share",XNAS,CS,True,likely_chartable
GMBL,GMBL,ESPORTS ENTMNT GRP INC,OTC Link,CS,True,low_confidence
AMTX,AMTX,"Aemetis, Inc. (DE) Common Stock",XNAS,CS,True,likely_chartable
XTNT,XTNT,"Xtant Medical Holdings, Inc.",XASE,CS,True,likely_chartable
PBF,PBF,PBF ENERGY INC.,XNYS,CS,True,likely_chartable
PAVM,PAVM,PAVmed Inc. Common Stock,XNAS,CS,True,likely_chartable
OII,OII,Oceaneering International Inc.,XNYS,CS,True,likely_chartable
PUMP,PUMP,ProPetro Holding Corp.,XNYS,CS,True,likely_chartable
VET,VET,VERMILION ENERGY INC.,XNYS,CS,True,likely_chartable
BSQR^23,BSQR,BSQUARE Corporation,XNAS,CS,False,likely_chartable
USWS^22,USWS,"U.S. Well Services, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
GTEC,GTEC,Greenland Technologies Holding Corporation Class A Ordinary Shares,XNAS,CS,True,likely_chartable
FINV,FINV,"FinVolution Group American depositary shares, each representing five Class A ordinary shares",XNYS,ADRC,True,likely_chartable
KALV^26,KALV,"KalVista Pharmaceuticals, Inc. Common Stock",XNAS,CS,False,likely_chartable
ENTX,ENTX,Entera Bio Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
MORF^24,MORF,"Morphic Holding, Inc. Common Stock",XNAS,CS,False,likely_chartable
MRO^24,MRO,Marathon Oil Corporation,XNYS,CS,False,likely_chartable
VRTV^23,VRTV,VERITIV CORPORATION,XNYS,CS,False,likely_chartable
EPIX^25,EPIX,ESSA Pharma Inc. Common Stock,XNAS,CS,False,likely_chartable
TRIP,TRIP,"TripAdvisor, Inc.",XNAS,CS,True,likely_chartable
OCG,OCG,Oriental Culture Holding LTD Ordinary Shares,XNAS,CS,True,likely_chartable
ANVS,ANVS,"Annovis Bio, Inc.",XNYS,CS,True,likely_chartable
TAOP,TAOP,Taoping Inc. BVI Ordinary Shares (0 par),XNAS,CS,True,likely_chartable
ORGO,ORGO,Organogenesis Holdings Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
WKEY,WKEY,WISeKey International Holding AG American Depositary Shares,XNAS,ADRC,True,likely_chartable
UPST,UPST,"Upstart Holdings, Inc. Common stock",XNAS,CS,True,likely_chartable
FLY.1^21,FLY,Firefly Aerospace Inc. Common Stock,XNAS,CS,True,likely_chartable
RUBY^24,RUBY,"Rubius Therapeutics, Inc",XNAS,CS,False,likely_chartable
UEC,UEC,Uranium Energy Corp.,XASE,CS,True,likely_chartable
PLBY,PLBY,"Playboy, Inc. Common Stock",XNAS,CS,True,likely_chartable
RAIL,RAIL,"FreightCar America, Inc.",XNAS,CS,True,likely_chartable
RNWK^22,RNWK,RealNetworks Inc,XNAS,CS,False,likely_chartable
REKR,REKR,"Rekor Systems, Inc. Common Stock",XNAS,CS,True,likely_chartable
RRD^22,RRD,RR Donnelley & Sons Co.,XNYS,CS,False,likely_chartable
RCON,RCON,"Recon Technology, Ltd. Class A Ordinary Shares",XNAS,CS,True,likely_chartable
HOFV^26,HOFV,Hall of Fame Resort & Entertainment Company Common Stock,XNAS,CS,False,likely_chartable
FUTU,FUTU,Futu Holdings Limited American Depositary Shares,XNAS,ADRC,True,likely_chartable
CELC,CELC,Celcuity Inc. Common Stock,XNAS,CS,True,likely_chartable
ZIM,ZIM,ZIM Integrated Shipping Services Ltd.,XNYS,CS,True,likely_chartable
XXII,XXII,22nd Century Group Inc.,XNAS,CS,True,likely_chartable
BLRX,BLRX,BioLineRX Ltd,XNAS,ADRC,True,likely_chartable
SBLK,SBLK,Star Bulk Carriers Corp.,XNAS,CS,True,likely_chartable
MUDS^22,MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,XNAS,CS,False,likely_chartable
BTU,BTU,Peabody Energy Corporation,XNYS,CS,True,likely_chartable
KYMR,KYMR,"Kymera Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
NMRD,NMRD,NEMAURA MEDICAL INC,OTC Link,CS,True,low_confidence
GNK,GNK,GENCO SHIPPING & TRADING LTD,XNYS,CS,True,likely_chartable
FBRX^26,FBRX,"Forte Biosciences, Inc. Common Stock",XNAS,CS,False,likely_chartable
HAYW,HAYW,"Hayward Holdings, Inc.",XNYS,CS,True,likely_chartable
RFP^23,RFP,Resolute Forest Products Inc.,XNYS,CS,False,likely_chartable
AHT,AHT,"Ashford Hospitality Trust, Inc.",XNYS,CS,True,likely_chartable
LEAF^21,LEAF,Leaf Group Ltd.,XNYS,CS,False,likely_chartable
LFMD,LFMD,"LifeMD, Inc. Common Stock",XNAS,CS,True,likely_chartable
BBW,BBW,"Build-A-Bear Workshop, Inc.",XNYS,CS,True,likely_chartable
NEXT,NEXT,NextDecade Corporation Common Stock,XNAS,CS,True,likely_chartable
PDSB,PDSB,PDS Biotechnology Corporation Common Stock,XNAS,CS,True,likely_chartable
CLOV,CLOV,"Clover Health Investments, Corp",XNAS,CS,True,likely_chartable
SEMR^26,SEMR,"SEMrush Holdings, Inc.",XNYS,CS,False,likely_chartable
BBIG,BBIG,VINCO VENTURES INC,OTC Link,CS,True,low_confidence
GLBE,GLBE,Global-E Online Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
NEGG,NEGG,"Newegg Commerce, Inc. Common Shares",XNAS,CS,True,likely_chartable
NTLA,NTLA,"Intellia Therapeutics, Inc",XNAS,CS,True,likely_chartable
ASAN,ASAN,"Asana, Inc. Class A Common Stock",XNYS,CS,True,likely_chartable
XELA,XELA,EXELA TECHNOLOGIES INC,OTC Link,CS,True,low_confidence
AGTI^24,AGTI,"Agiliti, Inc.",XNYS,CS,False,likely_chartable
NRXP,NRXP,"NRX Pharmaceuticals, Inc. Common Stock",XNAS,CS,True,likely_chartable
AEHR,AEHR,Aehr Test Systems,XNAS,CS,True,likely_chartable
SKYT^26,SKYT,"SkyWater Technology, Inc. Common Stock",XNAS,CS,False,likely_chartable
YOU,YOU,"Clear Secure, Inc.",XNYS,CS,True,likely_chartable
KIN^21,KIN,"Kindred Biosciences, Inc.",XNAS,CS,False,likely_chartable
ASXC^24,ASXC,"Asensus Surgical, Inc.",XASE,CS,False,likely_chartable
ASPN,ASPN,"Aspen Aerogels, Inc.",XNYS,CS,True,likely_chartable
CERE^24,CERE,"Cerevel Therapeutics Holdings, Inc. Common Stock",XNAS,CS,False,likely_chartable
BYSI,BYSI,BeyondSpring Inc. Ordinary Shares,XNAS,CS,True,likely_chartable
FULC,FULC,"Fulcrum Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
SITM,SITM,SiTime Corporation Common Stock,XNAS,CS,True,likely_chartable
MNDY,MNDY,monday.com Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
RAPT^26,RAPT,"RAPT Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
VERV^25,VERV,"Verve Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
TASK,TASK,"TaskUs, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
ANY,ANY,Sphere 3D Corp. Common Shares,XNAS,CS,True,likely_chartable
ISEE^23,ISEE,"IVERIC bio, Inc. Common Stock",XNAS,CS,False,likely_chartable
RGC,RGC,Regencell Bioscience Holdings Limited Ordinary Shares,XNAS,CS,True,likely_chartable
DYAI,DYAI,"Dyadic International, Inc.",XNAS,CS,True,likely_chartable
NURO^25,NURO,"NeuroMetrix, Inc. Common Stock",XNAS,CS,False,likely_chartable
PXLW,PXLW,Pixelworks Inc,XNAS,CS,True,likely_chartable
AFRM,AFRM,"Affirm Holdings, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
VVOS,VVOS,"Vivos Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
ATER,ATER,"Aterian, Inc. Common Stock",XNAS,CS,True,likely_chartable
IPHA,IPHA,Innate Pharma S.A. ADS,XNAS,ADRC,True,likely_chartable
FCUV,FCUV,Focus Universal Inc. Common Stock,XNAS,CS,True,likely_chartable
CRVS,CRVS,"Corvus Pharmaceuticals, Inc.",XNAS,CS,True,likely_chartable
XENE,XENE,Xenon Pharmaceuticals Inc,XNAS,CS,True,likely_chartable
SLI,SLI,Standard Lithium Ltd.,XASE,CS,True,likely_chartable
SCR^21,SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,XNAS,,False,likely_chartable
ARQQ,ARQQ,Arqit Quantum Inc. Ordinary Shares,XNAS,CS,True,likely_chartable
KPLT,KPLT,"Katapult Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
CRK,CRK,"Comstock Resources, Inc.",XNYS,CS,True,likely_chartable
PED,PED,PEDEVCO Corp.,XASE,CS,True,likely_chartable
PHUN,PHUN,"Phunware, Inc. Common Stock",XNAS,CS,True,likely_chartable
IONQ,IONQ,"IonQ, Inc.",XNYS,CS,True,likely_chartable
HUDI,HUDI,"Huadi International Group Co., Ltd. Ordinary Shares",XNAS,CS,True,likely_chartable
LCID,LCID,"Lucid Group, Inc. Common Stock",XNAS,CS,True,likely_chartable
MRAM,MRAM,"Everspin Technologies, Inc",XNAS,CS,True,likely_chartable
PETZ,PETZ,"TDH Holdings, Inc. Common Shares",XNAS,CS,True,likely_chartable
LGVN,LGVN,Longeveron Inc. Common Stock,XNAS,CS,True,likely_chartable
ISPC,ISPC,iSpecimen Inc. Common Stock,XNAS,CS,True,likely_chartable
RBLX,RBLX,Roblox Corporation,XNYS,CS,True,likely_chartable
EVGO,EVGO,EVgo Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
BLU^23,BLU,BELLUS Health Inc.,XNAS,CS,False,likely_chartable
IRTC,IRTC,"iRhythm Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
SWIM,SWIM,"Latham Group, Inc. Common Stock",XNAS,CS,True,likely_chartable
BEST^25,BEST,"BEST Inc. American Depositary Shares, each representing twenty (20) Class A Ordinary Shares",XNYS,ADRC,False,likely_chartable
AOSL,AOSL,Alpha and Omega Semiconductor Limited,XNAS,CS,True,likely_chartable
GDYN,GDYN,"Grid Dynamics Holdings, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
ACET,ACET,"Adicet Bio, Inc. Common Stock",XNAS,CS,True,likely_chartable
PUBM,PUBM,"PubMatic, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
INVZ,INVZ,Innoviz Technologies Ltd. Ordinary shares,XNAS,CS,True,likely_chartable
LWLG,LWLG,"Lightwave Logic, Inc. Common Stock",XNAS,CS,True,likely_chartable
TAL,TAL,TAL Education Group,XNYS,ADRC,True,likely_chartable
CARS,CARS,Cars.com Inc. Common Stock,XNYS,CS,True,likely_chartable
TRUP,TRUP,"Trupanion, Inc.",XNAS,CS,True,likely_chartable
ENSC,ENSC,"Ensysce Biosciences, Inc. Common Stock",XNAS,CS,True,likely_chartable
FHTX,FHTX,Foghorn Therapeutics Inc. Common Stock,XNAS,CS,True,likely_chartable
KZR^26,KZR,"Kezar Life Sciences, Inc. Common Stock",XNAS,CS,False,likely_chartable
MTTR^25,MTTR,"Matterport, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
ALZN,ALZN,"Alzamend Neuro, Inc. Common Stock",XNAS,CS,True,likely_chartable
AUR,AUR,"Aurora Innovation, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
ACHR,ACHR,Archer Aviation Inc.,XNYS,CS,True,likely_chartable
JXN,JXN,Jackson Financial Inc.,XNYS,CS,True,likely_chartable
ROIV,ROIV,Roivant Sciences Ltd. Common Shares,XNAS,CS,True,likely_chartable
ARLO,ARLO,"Arlo Technologies, Inc.",XNYS,CS,True,likely_chartable
AMR,AMR,"Alpha Metallurgical Resources, Inc.",XNYS,CS,True,likely_chartable
DARE,DARE,"Dare Bioscience, Inc. Common Stock",XNAS,CS,True,likely_chartable
SPRB,SPRB,"Spruce Biosciences, Inc. Common Stock",XNAS,CS,True,likely_chartable
QUOT^23,QUOT,Quotient Technology Inc,XNYS,CS,False,likely_chartable
TBPH,TBPH,"Theravance Biopharma, Inc.",XNAS,CS,True,likely_chartable
JWEL,JWEL,Jowell Global Ltd. Ordinary Shares,XNAS,CS,True,likely_chartable
BFRI,BFRI,Biofrontera Inc. Common Stock,XNAS,CS,True,likely_chartable
CPOP,CPOP,"Pop Culture Group Co., Ltd Class A Ordinary Shares",XNAS,CS,True,likely_chartable
DNUT,DNUT,"Krispy Kreme, Inc. Common Stock",XNAS,CS,True,likely_chartable
ITOS^25,ITOS,"iTeos Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
TGLS,TGLS,Tecnoglass Holdings Inc.,XNYS,CS,True,likely_chartable
XPRO,XPRO,Expro Ltd,XNYS,CS,True,likely_chartable
MUR,MUR,Murphy Oil Corp.,XNYS,CS,True,likely_chartable
LBRT,LBRT,Liberty Energy Inc.,XNYS,CS,True,likely_chartable
IMTE,IMTE,Integrated Media Technology Limited Ordinary Shares,XNAS,CS,True,likely_chartable
XMTR,XMTR,"Xometry, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
MLCO,MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,XNAS,ADRC,True,likely_chartable
GKOS,GKOS,Glaukos Corporation,XNYS,CS,True,likely_chartable
TRHC^23,TRHC,"Tabula Rasa HealthCare, Inc. Common Stock",XNAS,CS,False,likely_chartable
DVN,DVN,Devon Energy Corporation,XNYS,CS,True,likely_chartable
RXDX^23,RXDX,"Prometheus Biosciences, Inc. Common Stock",XNAS,CS,False,likely_chartable
WHD,WHD,"Cactus, Inc.",XNYS,CS,True,likely_chartable
CVI,CVI,"CVR ENERGY, INC.",XNYS,CS,True,likely_chartable
OXY,OXY,Occidental Petroleum Corporation,XNYS,CS,True,likely_chartable
EAR^24,EAR,"Eargo, Inc. Common Stock",XNAS,CS,False,likely_chartable
BLND,BLND,"Blend Labs, Inc.",XNYS,CS,True,likely_chartable
NEX^23,NEX,NexTier Oilfield Solutions Inc.,XNYS,CS,False,likely_chartable
GOTU,GOTU,"Gaotu Techedu Inc. American Depositary Shares, three of which representing two Class A Ordinary Shares",XNYS,ADRC,True,likely_chartable
TBBK,TBBK,The Bancorp Inc.,XNAS,CS,True,likely_chartable
HP,HP,"Helmerich & Payne, Inc.",XNYS,CS,True,likely_chartable
ROCC^23,ROCC,Ranger Oil Corporation Class A Common Stock,XNAS,CS,False,likely_chartable
DOGZ,DOGZ,Dogness (International) Corporation Class A Common Stock,XNAS,CS,True,likely_chartable
CNR,CNR,"Core Natural Resources, Inc.",XNYS,CS,True,likely_chartable
LKNCY,LKNCY,LUCKIN COFFEE INC SP/ADR,OTC Link,ADRC,True,low_confidence
DOCS,DOCS,"Doximity, Inc.",XNYS,CS,True,likely_chartable
ABSI,ABSI,Absci Corporation Common Stock,XNAS,CS,True,likely_chartable
LAW,LAW,"CS Disco, Inc.",XNYS,CS,True,likely_chartable
NU,NU,Nu Holdings Ltd.,XNYS,CS,True,likely_chartable
WLL^22,WLL,Whiting Petroleum Corporation,XNYS,CS,False,likely_chartable
BKKT,BKKT,"Bakkt, Inc.",XNYS,CS,True,likely_chartable
LU,LU,"Lufax Holding Ltd. American Depositary Shares, each representing two (2) Ordinary Shares",XNYS,ADRC,True,likely_chartable
SRRA^22,SRRA,"Sierra Oncology, Inc. Common Stock",XNAS,CS,False,likely_chartable
AA,AA,Alcoa Corporation,XNYS,CS,True,likely_chartable
EXTN^22,EXTN,Exterran Corporation,XNYS,CS,False,likely_chartable
GRIN.2^24,GRIN,VictoryShares International Free Cash Flow Growth ETF,XNAS,ETF,True,low_confidence
CELH,CELH,"Celsius Holdings, Inc. Common Stock",XNAS,CS,True,likely_chartable
SKIN,SKIN,SkinHealth Systems Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
TALO,TALO,"Talos Energy, Inc. Common Stock",XNYS,CS,True,likely_chartable
CARG,CARG,"CarGurus, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
LNTH,LNTH,"Lantheus Holdings, Inc",XNAS,CS,True,likely_chartable
ANGH,ANGH,Anghami Inc. Ordinary Shares,XNAS,CS,True,likely_chartable
GSM,GSM,Ferroglobe PLC Ordinary Shares,XNAS,CS,True,likely_chartable
IPI,IPI,"Intrepid Potash, Inc",XNYS,CS,True,likely_chartable
INDO,INDO,Indonesia Energy Corporation Limited,XASE,CS,True,likely_chartable
RES,RES,"RPC, Inc.",XNYS,CS,True,likely_chartable
AMRC,AMRC,"Ameresco, Inc.",XNYS,CS,True,likely_chartable
ASTS,ASTS,"AST SpaceMobile, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
HOOK^26,HOOK,HOOKIPA Pharma Inc. Common Stock,XNAS,CS,False,likely_chartable
LXU,LXU,LSB INDUSTRIES INC,XNYS,CS,True,likely_chartable
BRCC,BRCC,BRC Inc.,XNYS,CS,True,likely_chartable
HYMC,HYMC,Hycroft Mining Holding Corporation Class A Common Stock,XNAS,CS,True,likely_chartable
NVCT,NVCT,"Nuvectis Pharma, Inc. Common Stock",XNAS,CS,True,likely_chartable
ARCH^25,ARCH,"Arch Resources, Inc.",XNYS,CS,False,likely_chartable
TMC,TMC,TMC the metals company Inc. Common Stock,XNAS,CS,True,likely_chartable
AGRO,AGRO,ADECOAGRO S.A.,XNYS,CS,True,likely_chartable
MNDT^22,MNDT,"Mandiant, Inc. Common Stock",XNAS,CS,False,likely_chartable
SKYH,SKYH,Sky Harbour Group Corporation,XNYS,CS,True,likely_chartable
BCEL^24,BCEL,"Atreca, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
CENN,CENN,Cenntro Inc. Common Stock,XNAS,CS,True,likely_chartable
SHLS,SHLS,"Shoals Technologies Group, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
SLCA^24,SLCA,"U.S. SILICA HOLDINGS, INC.",XNYS,CS,False,likely_chartable
DAVE,DAVE,Dave Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
FIGS,FIGS,"FIGS, Inc.",XNYS,CS,True,likely_chartable
SGLY,SGLY,Singularity Future Technology Ltd. Common Stock,XNAS,CS,True,likely_chartable
SST,SST,"System1, Inc.",XNYS,CS,True,likely_chartable
EPAM,EPAM,"EPAM SYSTEMS, INC.",XNYS,CS,True,likely_chartable
MNTS,MNTS,Momentus Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
IQ,IQ,"iQIYI, Inc. American Depositary Shares",XNAS,ADRC,True,likely_chartable
TIGR,TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,XNAS,CS,True,likely_chartable
GDS,GDS,GDS Holdings Limited ADS,XNAS,ADRC,True,likely_chartable
HPK,HPK,"HighPeak Energy, Inc. Common Stock",XNAS,CS,True,likely_chartable
DDL,DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),XNYS,ADRC,True,likely_chartable
PLL^25,PLL,Piedmont Lithium Inc. Common Stock,XNAS,CS,False,likely_chartable
BBAI,BBAI,"BigBear.ai Holdings, Inc.",XNYS,CS,True,likely_chartable
CXW,CXW,"CoreCivic, Inc.",XNYS,CS,True,likely_chartable
NKTX,NKTX,"Nkarta, Inc. Common Stock",XNAS,CS,True,likely_chartable
CYN,CYN,Cyngn Inc. Common Stock,XNAS,CS,True,likely_chartable
ATNM,ATNM,"Actinium Pharmaceuticals, Inc",XASE,CS,True,likely_chartable
SLVM,SLVM,Sylvamo Corporation,XNYS,CS,True,likely_chartable
VAXX,VAXX,VAXXINITY INC A,OTC Link,CS,True,low_confidence
OSH^23,OSH,"Oak Street Health, Inc.",XNYS,CS,False,likely_chartable
HCP^25,HCP,"HashiCorp, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
ARLP,ARLP,Alliance Resource Partners LP,XNAS,CS,True,likely_chartable
BCC,BCC,Boise Cascade Company,XNYS,CS,True,likely_chartable
STNG,STNG,Scorpio Tankers Inc.,XNYS,CS,True,likely_chartable
HZO,HZO,"MarineMax, Inc.",XNYS,CS,True,likely_chartable
CVE,CVE,Cenovus Energy Inc.,XNYS,CS,True,likely_chartable
ABG,ABG,"Asbury Automotive Group, Inc.",XNYS,CS,True,likely_chartable
LPX,LPX,Louisiana-Pacific Corp.,XNYS,CS,True,likely_chartable
ATKR,ATKR,Atkore Inc.,XNYS,CS,True,likely_chartable
HDSN,HDSN,Hudson Technologies Inc,XNAS,CS,True,likely_chartable
RDBX^22,RDBX,Redbox Entertainment Inc. Class A Common Stock,XNAS,CS,False,likely_chartable
GOGL.1^25,GOGL,Corgi GOOGL 2x Daily ETF,BATS,ETF,True,low_confidence
ATEN,ATEN,A10 NETWORKS INC,XNYS,CS,True,likely_chartable
GRBK,GRBK,"Green Brick Partners, Inc",XNYS,CS,True,likely_chartable
CD.1^23,CD,Chaince Digital Holdings Inc. Ordinary Shares,XNAS,CS,True,likely_chartable
GFF,GFF,Griffon Corp,XNYS,CS,True,likely_chartable
ARRY,ARRY,"Array Technologies, Inc. Common Stock",XNAS,CS,True,likely_chartable
WIRE^24,WIRE,Encore Wire Corp,XNAS,CS,False,likely_chartable
SD,SD,"SandRidge Energy, Inc.",XNYS,CS,True,likely_chartable
BKSY,BKSY,BlackSky Technology Inc.,XNYS,CS,True,likely_chartable
ALB,ALB,Albemarle Corporation,XNYS,CS,True,likely_chartable
CRMT,CRMT,America's Car Mart Inc,XNAS,CS,True,likely_chartable
ZYME,ZYME,Zymeworks Inc.,XNAS,CS,True,likely_chartable
CLVR,CLVR,CLEVER LEAVES HLDGS INC,OTC Link,CS,True,low_confidence
BLD^26,BLD,TopBuild Corp. Common Stock,XNYS,CS,False,likely_chartable
TPTX^22,TPTX,"Turning Point Therapeutics, Inc. Common Stock",XNAS,CS,False,likely_chartable
ENVX,ENVX,Enovix Corporation Common Stock,XNAS,CS,True,likely_chartable
AMLX,AMLX,"Amylyx Pharmaceuticals, Inc. Common Stock",XNAS,CS,True,likely_chartable
KC,KC,Kingsoft Cloud Holdings Limited American Depositary Shares,XNAS,ADRC,True,likely_chartable
RADI^23,RADI,"Radius Global Infrastructure, Inc. Class A Common Stock",XNAS,CS,False,likely_chartable
COGT,COGT,"Cogent Biosciences, Inc. Common Stock",XNAS,CS,True,likely_chartable
EDU,EDU,"New Oriental Education and Technology Group, Inc. American Depositary Shares (each representing ten (10) Common Shares)",XNYS,ADRC,True,likely_chartable
BMBL,BMBL,Bumble Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
CVET^22,CVET,"Covetrus, Inc. Common Stock",XNAS,CS,False,likely_chartable
SIDU,SIDU,"Sidus Space, Inc. Class A Common Stock",XNAS,CS,True,likely_chartable
AMWL,AMWL,American Well Corporation,XNYS,CS,True,likely_chartable
MREO,MREO,Mereo BioPharma Group plc American Depositary Shares,XNAS,ADRC,True,likely_chartable
DIDIY,DIDIY,DIDI GLOBAL INC S/ADR,OTC Link,ADRC,True,low_confidence
SYM,SYM,Symbotic Inc. Class A Common Stock,XNAS,CS,True,likely_chartable
ESTE^23,ESTE,Earthstone Energy Inc. Class A Common Stock,XNYS,CS,False,likely_chartable
YSG,YSG,"Yatsen Holding Limited American Depositary Shares, each representing twenty (20) Class A Ordinary Shares",XNYS,ADRC,True,likely_chartable
BZ,BZ,KANZHUN LIMITED American Depository Shares,XNAS,ADRC,True,likely_chartable
UDMY^26,UDMY,"Udemy, Inc. Common Stock",XNAS,CS,False,likely_chartable
YMM,YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),XNYS,ADRC,True,likely_chartable
SANA,SANA,"Sana Biotechnology, Inc. Common Stock",XNAS,CS,True,likely_chartable
EVFM,EVFM,EVOFEM BIOSCIENCE INC,OTC Link,CS,True,low_confidence
PLRX,PLRX,"Pliant Therapeutics, Inc. Common Stock",XNAS,CS,True,likely_chartable
